,0,1
785,金門橋とも訳されるサンフランシスコと北の町を結ぶ橋といえば？,ゴールデンゲートブリッジ
786,ミネソタ州にあるアメリカ合衆国における鉄鉱石の主産地は？,メサビ鉄山
787,ケッペンの気候区分によるとアメリカ西海岸の大分の気孔区分は？,地中海性気候（Cs）
788,アメリカ・カナダ・メキシコ間の自由貿易協定といえば？,NAFTA（北米自由貿易協定）
789,アメリカの自然条件に適した作物を集中的に栽培する農業のやり方を何と言う？,適地適作
790,アメリカのマンハッタンの大通り。劇場街として有名である。,ブロードウェイ
791,ワシントンにある大統領官邸の愛称は？,ホワイトハウス
792,スペイン語で赤道を意味する南米の国は？,エクアドル
793,南米で唯一公用語をポルトガル語としている国は？,ブラジル
794,銅の採掘量が世界一である南米の国といえば？,チリ
795,南半球で最も人口の多い都市であり都市圏人口が世界第三位である都市は？,サンパウロ
796,カーニバルで有名な都市は？ 2016年夏季オリンピック開催地。,リオデジャネイロ
797,ダーウィンが進化論を唱えるきっかけとなった諸島は？,ガラパゴス諸島
798,モアイ像で有名なチリの島は,イースター島
799,イギリス・アルゼンチンの間で領土問題となっている諸島は？,フォークランド諸島
800,ガラパゴス諸島はどこの国の領土？,エクアドル
801,ブラジル以外の南米の国の公用語といえば？,スペイン語
802,南アメリカとメキシコから南の国の総称は？,ラテンアメリカ
803,中南アメリカの先住民といえば？,インディオ
804,南アメリカ大陸を南北に連なる山脈は？,アンデス山脈
805,南アメリカで最長の川は？,アマゾン川
806,ペルー沖の海水温が平年より高くなる現象といえば？,エルニーニョ現象
807,ペルー沖の海水温が平年より低くなる現象といえば？,ラニーニャ現象
808,白人とインディオの混血の人達を何という？,メスチソ
809,空中都市とも呼ばれるインカ帝国の代表的な遺跡は？,マチュピチュ
810,ペルー・ボリビアの国境にある世界最高所の湖は？,チチカカ湖
811,ベネズエラ・コロンビアを流れる南アメリカの代表的な川は？,オリノコ川
812,南アメリカ(アルゼンチン・ウルグアイ国境)を流れる国際河川といえば？,ラプラタ川
813,アルゼンチンの農業が盛んな草原地帯は？,パンパ
814,"アジアNIEsと呼ばれる国,地域を4つすべて答えなさい。",韓国・台湾・香港・シンガポール
815,中国の正式名称は？,中華人民共和国
816,北朝鮮の正式名称は？,朝鮮民主主義人民共和国
817,都市圏人口では中国で最大である、太平洋沿岸のグローバル都市と言えば？,上海(シャンハイ)
818,1999年にポルトガルから中国に返還されたカジノで有名な都市は？,マカオ
819,都市圏人口が900万人になった香港に隣接する経済特区指定都市は？,シェンチェン(深セン)
820,中国の特別行政区であり、1997年イギリスから返還された都市といえば？,香港(ホンコン)
821,台湾最大の人口を誇る都市といえば？,台北(タイペイ)
822,韓国第二の都市として知られる南部にある港湾都市といえば？,プサン(釜山)
823,韓国にある世界を代表するハブ空港がある都市といえば？,インチョン(仁川)
824,油田が発見され工業都市に発展した中国北東部の都市といえば？,ターチン(大慶)
825,長江下流域にあるかつて様々な王朝の首都となった大都市といえば？,南京(ナンキン)
826,経済特区と呼ばれる地区の主要5つといえば？,"アモイ,スワトウ,シェンチェン,チューハイ,ハイナン島"
827,合併を繰り返し人口では中国最大都市である四川盆地にある工業都市といえば？,"重慶(じゅうけい,チョンチン)"
828,中国で一番長い川は？,長江(揚子江)
829,中国で二番目に長い川は？,黄河
830,世界遺産にも登録されている全長2400kmもある北方民族に備えて建設された城壁は？,万里の長城
831,日本と韓国が領有権を主張している島は？,竹島
832,"日本と中国,台湾が領有権を主張している諸島は？",尖閣諸島
833,遼東半島と山東半島で囲まれている石油や天然ガスが豊富な海は？,渤海
834,タジキスタン、アフガニスタン、中国にまたがり、世界の屋根と呼ばれる平均標高５０００mの高原といえば？,パミール高原
835,中国・新疆ウイグル自治区にある中国最大の内陸盆地といえば？,タリム盆地
836,中国の新疆ウイグル自治区にある世界第二位の広さの砂漠といえば？,タクラマカン砂漠
837,シェンチェン・コワンチョウ・（ホンコン）等が含まれる省は？,広東省
838,成都などの都市がある中国内陸部の省は？,四川省
839,長江中流域に造られた世界最大級のダムは？,三峡ダム
840,中国の人口の大部分を占める民族は？,漢民族
841,人口増加抑制のために中国で進められている政策は？2015年に廃止された。,一人っ子政策
842,"中国が経済発展のために法的、行政的に特別な地位を与えた地域(例:アモイ,スワトウ,シェンチェン,チューハイ,ハイナン島)のことを何というか？",経済特区
843,海外に住む中国系の人を何と呼ぶか？,華僑（華人）
844,韓国・北朝鮮の休戦ラインとなっている線は北緯何度？,北緯３８度
845,農家は政府から請け負った量をおさめさえすれば、残りの農作物を自由に市場に売ることが可能となった制度は？,生産責任制
846,チベットの指導者で中国からの独立運動を目指している人といえば？,ダライ・ラマ１４世
847,中国の外国企業と合同で作った企業を何というか？,合弁企業
848,中国の農民個人が経営する小さな企業を何というか？,郷鎮企業
849,中国で収入が1万元を超える裕福な家庭のことを何というか？,万元戸
850,朝鮮の女性の民族衣装といえば？,チマ・チョゴリ
851,朝鮮の伝統的な暖房装置といえば？,オンドル 
852,東南アジアの地域相互援助機構は？,ASEAN(東南アジア諸国連合)
853,スマトラ島、カリマンタン島、ジャワ島などからなる国は？,インドネシア
854,ルソン島、ミンダナオ島等からなる国は？,フィリピン
855,かつてシャムと呼ばれていた国といえば？,タイ
856,インドシナ半島西部にあるかつてビルマと呼ばれたイギリスから独立した国は？,ミャンマー
857,21世紀最初の独立国といえば？,東ティモール
858,ベトナム・ラオス・カンボジアを1954年まで支配していた国は？,フランス
859,"アンコール・ワット,アンコール・トムなどの遺跡がある国といえば？",カンボジア
860,石油や天然ガスが豊富なカリマンタン島にある小さな王国は？,ブルネイ(ブルネイ・ダルサラーム)
861,長期にわたってオランダに支配されていた東南アジアの国は？,インドネシア
862,"スペイン,アメリカに支配された東南アジアの国は？",フィリピン
863,東ティモールはインドネシアの占領から解放され、実質どこの国から独立したか？,ポルトガル
864,マレーシア・シンガポールを長い間支配していた欧米の国といえば？,イギリス
865,東南アジア東部の社会主義国家といえば？,ベトナム
866,インドシナ半島の東の海といえば？,南シナ海
867,インドネシアを構成する主要な3つの島は？,"スマトラ島,ジャワ島,カリマンタン島(ボルネオ島)"
868,フィリピンを構成する主要な2つの島は？,"ルソン島,ミンダナオ島"
869,インドネシアのジャワ島の東側にある観光地として有名な島は？,バリ島
870,マレーシア、タイ、カンボジア、ベトナムなどが含まれる半島の名前は？,インドシナ半島
871,"マレーシア,シンガポールなどが含まれる半島は？",マレー半島
872,タイのバンコクを流れるタイ最大の川といえば？,チャオプラヤ川
873,チベット高原から多くの東南アジアの国の国境を為しベトナムの下流まで続く国際河川といえば？,メコン川
874,ミャンマー中央部を流れる大きな川といえば？,エーヤワディー川（旧イラワジ川）
875,マレー半島とスマトラ島の間の海峡といえば？,マラッカ海峡
876,タイ最大の島。観光地として有名。2004年の大津波で大きな被害を受けた。,プーケット島
877,インドネシアで最も信仰されている宗教は？,イスラム教
878,タイで最も信仰されている宗教は？,"仏教（上座部仏教,小乗仏教）"
879,フィリピンで最も信仰されている宗教と言えば？,キリスト教
880,１９世紀に帝国主義国によって東南アジアの植民地で行われた大規模農場を何というか。,プランテーション
881,熱帯地域の河口域の塩性湿地に成立する森林を何と呼ぶ？,マングローブ
882,アジアやアフリカの国が1955年にインドネシアのバンドンに集まって平和十原則を決めた会議を何と言う？,"アジア・アフリカ会議（AA会議,バンドン会議）"
883,フィリピンの農園で多く栽培され、日本にも多く輸出されている果実といえば？,バナナ
884,カンボジアにあるカンボジア国旗にも描かれている遺跡は？,アンコール・ワット
885,インドネシアのジャワ島にある大乗仏教遺跡といえば？,ボロブドゥール
886,特定の1つの農産物や鉱山資源などにたよった経済のことを何というか？,モノカルチャー経済
887,都市人口がインド最大であり、都市圏人口は世界第四位の都市は？,ムンバイ（旧ボンベイ）
888,ムガール帝国があった国といえば？,インド 
889,インドの南北にわたる高原といえば？,デカン高原
890,インド、パキスタン、中国の国境付近に広がる、山岳地方のことを何と言う？国境問題となっている。,カシミール地方
891,インドで最も信仰されている宗教は？,ヒンズー教(ヒンドゥー教)
892,インド社会に古くからある身分制度といえば？,カースト制度
893,インドの東にある人口密度が世界一の国家といえば？,バングラデシュ
894,インド北西部、パキスタンを流れる河川は？,インダス川
895,"インド北東部、バングラデシュの流れる河川,ヒンドゥー教では聖なる川とされている。",ガンジス川
896,かつてペルシャと呼ばれた国は？,イラン
897,長年、アラブ諸国と対立し続けたユダヤ人の国は？,イスラエル
898,石油の埋蔵量が世界一と言われているアラビア半島の国は？,サウジアラビア
899,"ドバイ,アブダビなどの7つの首長国からなる国は？",アラブ首長国連邦(UAE)
900,メソポタミア文明発祥の地と言われる国は？,イラク
901,"アジア,ヨーロッパの2つの国にまたがる国は？",トルコ
902,"キリスト教,イスラム教,ユダヤ教の聖地である都市は？",エルサレム
903,"かつてコンスタンティノープル,ビザンティオンとも呼ばれた歴史ある都市は？",イスタンブール
904,巡礼者が多く訪れるサウジアラビアにあるイスラム教の聖地は？,メッカ
905,アラブ首長国連邦の経済の中心地である首長国は？,ドバイ
906,1979年のソ連侵攻、2001年の同時多発テロのアメリカ軍の矛先となった国は？,アフガニスタン
907,"小アジア,アナトリアと言われる地域がある国は？",トルコ
908,紅海と地中海を結ぶ運河といえば？,スエズ運河
909,ヨーロッパとアジアの間にある内海といえば？,黒海
910,サウジアラビアとイランの間の湾は？,ペルシャ湾
911,イランの国教は？何教何派か？,イスラム教・シーア派
912,イスラエル・ヨルダン間にある地表で最も低い場所にある湖といえば？,死海
913,イラン・イラク・サウジアラビアなどの石油産油国によって設立された石油輸出機構の略称は？,OPEC(オペック)
914,アラビア半島の大部分を占める砂漠といえば？,ルブアルハリ砂漠
915,エジプトとサウジアラビアの間の海といえば？,紅海
916,2003年のイラク戦争後内紛のきっかけとなった三つのグループは？,シーア派、スンニ派、クルド人
917,ヨーロッパとアジアの間の海峡(黒海と地中海の間)といえば？,ボスポラス海峡
918,アフリカで一番人口の多い国は？,ナイジェリア
919,ピラミッドがあるアフリカ北東の国,エジプト
920,アフリカ最南端の国といえば？金やダイヤモンドなどの鉱山資源が豊富である。,南アフリカ共和国
921,アフリカ最古の独立国として知られる、アフリカ北東の国は？,エチオピア
922,三大ピラミッドがあるエジプトの都市は？,ギザ
923,アフリカ大陸で赤道直下の国といえば？,"ソマリア,ケニア,ウガンダ,コンゴ共和国,コンゴ民主共和国,ガボン"
924,南アフリカのかつてアジアとヨーロッパの貿易の補給のための食糧基地があった都市は？,ケープタウン
925,パリ・ダカのダカールはどこの国の首都か？,セネガル
926,アフリカ最初の黒人共和国といえば？,リベリア
927,カカオの生産・輸出で有名な国2つといえば？,"コートジボワール,ガーナ"
928,2011年に独立を果たした国家は？,南スーダン
929,アフリカ最高峰の山といえば？,キリマンジャロ
930,アフリカで一番広い湖は？,ビクトリア湖
931,世界で一番長い河川といえば？,ナイル川
932,アフリカ北部全域に広がる世界一広い砂漠は？,サハラ砂漠
933,サハラ砂漠南部に広がる砂漠化しそうな地帯を何というか？,サヘル地帯
934,アフリカの国々が次々と独立を果たした1960年を何というか？ ,アフリカの年
935,エジプトの南部にあるナイル川のせきとめたダムといえば？,アスワンハイダム
936,"コートジボアール,ガーナで生産の多い商品作物は？",カカオ
937,南アフリカ共和国にかつてあった人種隔離政策を何というか？,アパルトヘイト
938,アフリカ大陸北部のモロッコからチュニジアにかけて東西に連なる山脈は？,アトラス山脈
939,西アフリカを流れギニア湾に注ぐ河川といえば？,ニジェール川
940,中部アフリカを流れる流域面積が世界２位で、アフリカで二番目に長い川は？,コンゴ川
941,ケニア南部からタンザニア北部一帯の先住民といえば？,マサイ族
942,"ザンビア,コンゴ民主共和国にまたがる銅山地帯といえば？",カッパーベルト
943,"1922年成立した社会主義国家,1991解体された。",ソビエト社会主義共和国連邦(ソ連)
944,世界で一番広い面積の国は,ロシア
945,バルト三国を3国をすべて答えなさい,"エストニア,ラトビア,リトアニア"
946,旧ソビエト連邦の12カ国で形成された緩やかな国家連合体の略称は？,CIS(独立国家共同体)
947,ロシア革命以前の首都で貿易港で有名なロシア第二の都市は？,サンクトペテルブルク
948,度々紛争が起こるロシア連邦内のカフカスにある共和国は？,チェチェン共和国
949,ロシアの極東部に位置する都市。東方を支配する町という意味がある。,ウラジオストク
950,ロシアのシベリア最大の都市。,ハバロフスク
951,"エストニア,ラトビア,リトアニアの3国をまとめて何という？",バルト三国
952,ロシアの首都は？,モスクワ
953,世界遺産でもあるロシアの首都モスクワの都心部にある広場といえば？,赤の広場
954,モスクワにある世界遺産にも指定された旧ロシア帝国の宮殿といえば？,クレムリン宮殿
955,ロシアを南北に縦断するヨーロッパ、アジアの境目の山脈は？,ウラル山脈
956,北海道の真北にあるかつて日本が南半分を支配していた島といえば？,サハリン(樺太)
957,1904年に開通したモスクワ・ウラジオストク間の鉄道といえば？,シベリア鉄道
958,1986年にウクライナのキエフ郊外で史上最悪の原発事故を起こした原発といえば？ ,チェルノブイリ原発
959,ウクライナ東部の工業地域を何というか？,ドニエプル工業地域
960,千島列島の北東部、ユーラシア大陸北東部にある半島は？,カムチャッカ半島
961,アラスカとロシア間にある列島は？,アリューシャン列島
962,アラスカとロシア間の海峡といえば？,ベーリング海峡
963,ウクライナからシベリア南部まで広がる土の色が黒色で農地に適した地帯といえば？,黒土地帯
964,ロシアにある世界で最も深い湖は？,バイカル湖
965,オーストラリアで一番人口が多い都市は？,シドニー
966,オーストラリアで二番人口が多い都市は？,メルボルン
967,オセアニア地方で二番目に人口が多い国は？,パプアニューギニア
968,オーストラリアの南東にある島国といえば？,ニュージーランド
969,オーストラリア北東部、珊瑚海に臨む観光都市といえば？,ケアンズ
970,最も早く新年を迎える国は？,キリバス
971,ニューカレドニアはどこの国の領土？,フランス
972,タヒチ島はどこの植民地？,フランス
973,オセアニアの海洋区域の分類の一つで概ね赤道より北で日付変更線より西の区域のこと,ミクロネシア
974,オセアニアの海洋区域の分類の一つで概ね赤道より南で日付変更線より西の区域のこと,メラネシア
975,オセアニアの海洋区域の分類の一つで概ねニュージーランド北東部区域のこと,ポリネシア
976,オーストラリア北東部にある世界最大のサンゴ礁は？,グレートバリアリーフ
977,オーストラリア東部のブリズベンの南の砂浜海岸といえば？,ゴールドコースト
978,オーストラリア内陸の中央部にある世界最大級の1枚岩といえば？,エアーズロック
979,オーストラリアで行われていた白人優先の政策といえば？,白豪主義
980,オーストラリアが生産量一番であるアルミニウムの原料といえば？,ボーキサイト
981,オーストラリアの先住民といえば？,アボリジニ
982,ニュージーランドの先住民といえば？,マオリ族
983,シドニーにある、世界的に有名な歌劇場といえば？,シドニー・オペラハウス
984,北海道の県庁所在地は	○○市,札幌
985,岩手県の県庁所在地は	○○市,盛岡
986,宮城県の県庁所在地は	○○市,仙台
987,茨城県の県庁所在地は	○○市,水戸
988,栃木県の県庁所在地は	○○○市,宇都宮
989,群馬県の県庁所在地は	○○市,前橋
990,埼玉県の県庁所在地は	○○○○市,さいたま
991,神奈川県の県庁所在地は	○○市,横浜
992,山梨県の県庁所在地は	○○市,甲府
993,愛知県の県庁所在地は	○○○市,名古屋
994,石川県の県庁所在地は	○○市,金沢
995,滋賀県の県庁所在地は	○○市,大津
996,三重県の県庁所在地は	○市,津
997,兵庫県の県庁所在地は	○○市,神戸
998,島根県の県庁所在地は	○○市,松江
999,香川県の県庁所在地は	○○市,高松
1000,愛媛県の県庁所在地は	○○市,松山
1001,沖縄県の県庁所在地は	○○市,那覇
1002,札幌市はどこの都道府県の県庁所在地か？,北海道
1003,盛岡市はどこの都道府県の県庁所在地か？,岩手
1004,仙台市はどこの都道府県の県庁所在地か？,宮城
1005,水戸市はどこの都道府県の県庁所在地か？,茨城
1006,宇都宮市はどこの都道府県の県庁所在地か？,栃木
1007,前橋市はどこの都道府県の県庁所在地か？,群馬
1008,さいたま市はどこの都道府県の県庁所在地か？,埼玉
1009,横浜市はどこの都道府県の県庁所在地か？,神奈川
1010,甲府市はどこの都道府県の県庁所在地か？,山梨
1011,名古屋市はどこの都道府県の県庁所在地か？,愛知
1012,金沢市はどこの都道府県の県庁所在地か？,石川
1013,大津市はどこの都道府県の県庁所在地か？,滋賀
1014,津市はどこの都道府県の県庁所在地か？,三重
1015,神戸市はどこの都道府県の県庁所在地か？,兵庫
1016,松江市はどこの都道府県の県庁所在地か？,島根
1017,高松市はどこの都道府県の県庁所在地か？,香川
1018,松山市はどこの都道府県の県庁所在地か？,愛媛
1019,那覇市はどこの都道府県の県庁所在地か？,沖縄
1020,"沿岸国の200海里までの水産資源,海底資源は自国のものである水域といえば？","排他的経済水域(経済水域,EEZ)"
1021,領海は海岸から何海里まで？,12海里
1022,どこの国にも属さない海を何と呼んでいるか？,公海
1023,日本最南端の島といえば？,沖ノ鳥島
1024,日本最東端の島といえば？,南鳥島
1025,日本最西端の島といえば？,与那国島
1026,現在ロシアが実効支配しており日本が変換を要求している4島のこと,北方領土
1027,日本がロシアに変換を要求している4島は？,"択捉島,国後島,歯舞島,色丹島"
1028,日本の最北端の島は？,択捉島
1029,日本と中国の間で度々衝突が起こる諸島は？,尖閣諸島
1030,"日本と韓国,北朝鮮の間で領土問題となっている島は？",竹島(※朝鮮では独島と呼ばれている)
1031,第二次世界大戦が終わるまで南半分が日本の領土であり、現在はロシアが統治している島は？,サハリン(樺太)
1032,日本で一番長い川は？,信濃川
1033,日本で一番流域面積の広い川は？日本で二番目に長い。日本三大暴れ川の一つで坂東太郎とも呼ばれる。,利根川
1034,北海道で一番長い川は？,石狩川
1035,東北地方で一番長い川は？,北上川
1036,琵琶湖から大阪湾に流れる川は？日本一支流数が多い。,淀川
1037,高知県西部に流れる四国地方で一番長い川。日本最後の清流とも呼ばれる。,四万十川
1038,四国地方の高知から徳島にかけて流れる、日本三大暴れ川の一つで四国三郎とも呼ばれる。,吉野川
1039,九州地方最大の河川で日本三大暴れ川の一つで筑紫次（二）郎とも呼ばれる。,筑後川
1040,山形県を流れる日本三大急流の一つは？松尾芭蕉の俳句でも歌われた。,最上川
1041,長野、山梨、静岡を流れる日本三大急流の一つは？,富士川
1042,熊本県を流れる日本三大急流の一つは？,球磨川
1043,山地が海に沈んでできたギザギザの海岸線のことを何という？,リアス式海岸
1044,山地から平地に出るところに土砂が堆積してできた扇状の傾斜地のこと,扇状地
1045,河口付近で見られる三角形の地形のこと,三角州(デルタ)
1046,千島列島から日本の東まで北から南へ流れる海流(寒流),親潮(千島海流)
1047,東シナ海を北上し日本の南側を西から東へ流れる海流(暖流),黒潮(日本海流)
1048,日本海を北から南へ流れる海流(寒流),リマン海流
1049,日本海を南から北へ流れる海流(暖流),対馬海流
1050,季節によってふく方向が変化する風。,季節風(モンスーン)
1051,日本上空を西から東へふく風。,偏西風
1052,山を越え暖かく乾いた風が吹き気温が上昇する現象といえば？,フェーン現象
1053,東北日本と西南日本の境目とされる地帯。,フォッサマグナ
1054,日本で人口の多い都市ベスト4は(多い順に)？,"東京,横浜,大阪,名古屋"
1055,日本三大都市と言えば？,"東京,大阪,名古屋"
1056,日本で面積の大きい都道府県ベスト3は？,"北海道,岩手県,福島県"
1057,日本で一番高い山は？,富士山
1058,日本で二番目に高い山は？,北岳
1059,日本で一番長い川は？,信濃川
1060,日本で一番流域面積の広い川は？,利根川
1061,日本で一番広い湖は？,琵琶湖
1062,日本で二番目に広い湖は？,霞ヶ浦
1063,日本で一番深い湖は？,田沢湖
1064,日本アルプスと呼ばれる3つの山脈は？,"飛騨山脈,木曽山脈,赤石山脈"
1065,日本三景と言えば？,"松島,天橋立,厳島(宮島)"
1066,日本三名園,"兼六園,偕楽園,後楽園"
1067,四代工業地帯と言えば？,"京浜工業地帯,阪神工業地帯,中京工業地帯,北九州工業地帯"
1068,"関東から北九州までの一連の工業地域,工業地帯を何という",太平洋ベルト
1069,日本三大急流,"最上川,富士川,球磨川"
1070,最も多くの県と隣接している都道府県は？,長野県
1071,"道庁があり政令指定都市,地方中枢都市でもある北海道最大の都市は？",札幌市
1072,北海道の南端の夜景で有名な商業都市は？青函トンネルで本州とつながっている。,函館市
1073,上川盆地にあり北海道で2番目に人口が多い都市は？日本の最低気温を記録したこともある。,旭川市
1074,北海道東部にある、霧の町で有名な漁業都市は？,釧路市
1075,北海道最北端にある、水産都市は？,稚内市
1076,流氷祭りで有名なオホーツク海に面した都市は？,網走市
1077,メロンの産地としても有名で2007年財政難となった都市は？,夕張市
1078,札幌の西にある港湾都市は？,小樽市
1079,北海道中南部にある港湾都市。チキュウ岬がある。鉄鋼、機械、石油化学などの工業都市は？,室蘭市
1080,十勝平野の中心の商業都市は？,帯広市
1081,"札幌の南にある都市。石油化学,アルミニウム工業で有名。",苫小牧市
1082,ドラマ『北の国から』の舞台にもなったラベンダーで有名な都市は？,富良野市
1083,札幌を含んでいる平野は？,石狩平野
1084,上川盆地から石狩平野を流れる日本で二番目に長い川は？,石狩川
1085,旭川市を含んでいる稲作が盛んな盆地は？,上川盆地
1086,帯広市を含んでいる北海道南東部の平野は？,十勝平野
1087,釧路を含んでいる火山灰の大地といえば？,根釧台地
1088,不毛の地と呼ばれた根釧台地に作られた実験農場といえば？,パイロットファーム
1089,北海道の南にあり夕張山地の東側に南北に連なる山脈は？,日高山脈
1090,天塩山地の東側に南北に連なる山地は？,北見山地
1091,函館を含んでいる北海道南西部の半島といえば？,渡島半島
1092,北海道南西部にある島。1993年の地震で大きな被害を受けた。,奥尻島
1093,日本で3番目に広い湖。汽水湖としては日本で一番広い湖といえば？,サロマ湖
1094,釧路市にある湖。天然記念物のマリモやワカサギ釣りでも有名。,阿寒湖
1095,北海道の中央部の最南端で森進一の楽曲でも有名な岬といえば？,襟裳岬
1096,北海道の稚内市にある岬といえば？,宗谷岬
1097,北海道の玄関口として知られる国際的な空港は？,新千歳空港
1098,北海道やサハリンに住んでいた原住民といえば？,アイヌ
1099,札幌で毎年2月に開催される全国的に有名なお祭りといえば？,雪まつり
1100,網走市で毎年2月に開催される雪像や氷像等が展示されるお祭りといえば？,網走流氷祭り
1101,北海道日本沿岸の民謡といえば？,ソーラン節
1102,1992年から始められた、ソーラン節と高知のよさこい祭りを融合させたお祭りは？,よさこいソーラン
1103,旭川市にある動物の展示スタイルが画期的な日本最北端の動物園といえば？,旭山動物園
1104,北海道の鮭の鍋料理と言えば？,石狩鍋
1105,札幌のお土産でおなじみのホワイトチョコレートのお菓子は？,白い恋人
1106,東北の地方中枢都市であり政令指定都市といえば？,仙台市
1107,りんご、米などの集散地で水産業が盛んな都市は？ねぶた祭りで有名。,青森市
1108,わんこそば、冷麺、ジャージャー麺、南部鉄器で有名な都市は？,盛岡市
1109,臨海の工業地域で石油化学、金属、化学肥料などの工業が発達。４大祭りの竿灯で有名。,秋田市
1110,花笠まつりで有名な都市といえば？,山形市
1111,"桃,梨,リンゴ,さくらんぼ栽培が盛んな福島県で人口三番目の都市は？",福島市
1112,福島県南部の中心都市。東北新幹線の駅があり交通上重要な都市といえば？,郡山市
1113,福島県の沿岸部の都市。東北で2番目に人口が多い。,いわき市
1114,りんご、米などの集散地で水産業が盛んな都市は？ねぷた祭りで有名。,弘前市
1115,青森県の東南部の漁港都市といえば？,八戸市
1116,青森県の北西側の半島といえば？,津軽半島
1117,青森県の北東側の半島といえば？,下北半島
1118,秋田県の西側にある半島といえば？,男鹿半島
1119,東北地方の南北におよそ500km連なる山脈は？,奥羽山脈
1120,青森・秋田の県境の山地。日本最大のぶな原生林があり世界遺産にも登録されている。,白神山地
1121,宮城・福島・茨城の東側に連なる山地は何高地と言われる？,阿武隈高地
1122,青森・岩手・宮城の東側に連なるなだらかな高原といえば？,北上高地
1123,青森・秋田の県境にある湖は？,十和田湖
1124,秋田県にある日本で一番深い湖は？,田沢湖
1125,日本で四番目に広い福島にある湖は？,猪苗代湖
1126,山形県の北西部の平野は？,庄内平野
1127,岩手県の中心の盆地は？,北上盆地
1128,東北で1番、日本で4番目に長い川といえば？,北上川
1129,山形県を流れる日本三大急流の一つとされる川は？,最上川
1130,福島、宮城を流れる東北で2番目に長い川は？,阿武隈川
1131,秋田県にあるかつては日本で2番目に広かった湖。現在は干拓が進んでいる。北緯40度。,八郎潟
1132,青森・岩手・宮城の東海岸を何という？一部リアス式海岸となっている。,三陸海岸
1133,東北四大祭りの一つで青森市で行われる祭り。弘前市では一文字違いの祭り,ねぶた
1134,東北四大祭りの一つで仙台市で行われる祭り。旧暦の7月(現在の8月)に開催される。,七夕
1135,東北四大祭りの一つで秋田市で行われる祭り。,竿灯
1136,東北四大祭りの一つで山形市で行われる祭り。,花笠まつり
1137,岩手県の伝統ある鉄器,南部鉄器
1138,東北地方の東北自動車道沿線にIC工場が多い事から何と呼ばれている？,シリコンロード
1139,粳米を原料として棒状にした秋田県の郷土料理は？,きりたんぽ
1140,仙台市の満月をイメージしたカスタードクリームのお菓子といえば？,萩の月
1141,日本三大ラーメンの一つでもある福島県のラーメンといえば？,喜多方ラーメン
1142,盛岡三大麺といえば？,わんこそば、冷麺、じゃじゃ麺
1143,高級マグロで有名な青森県の下北半島の最北端の町は？,大間
1144,青森市にある縄文時代の遺跡は？,三内丸山遺跡
1145,日本の首都で、23区から成り立つ都市は？,東京
1146,神奈川県にある日本で二番目に人口が多い都市は？,横浜市
1147,千葉県の県庁所在地で政令指定都市でもある都市は？,千葉市
1148,浦和市、大宮市、与野市が合併した埼玉県の県庁所在地は？,さいたま市
1149,ぎょうざで有名な栃木県の県庁所在地は？,宇都宮市
1150,納豆で有名な茨城県の県庁所在地は？,水戸市
1151,生糸・絹織物等の産地で知られる群馬県の県庁所在地は？,前橋市
1152,東京と横浜の間にある政令指定都市は？,川崎市
1153,東京都の西部の都市。東京都で2番目の人口を誇る。,八王子市
1154,神奈川県で三番目に人口が多い県北部にある政令指定都市は？,相模原市
1155,神奈川県南東部の三浦半島に位置する湾港都市。,横須賀市
1156,ディズニーリゾートがある千葉県の都市は？,浦安市
1157,茨城県北部にある、日本最大級の総合電機メーカーの創業地としても知られる都市は？,日立市
1158,漫画『くれよんしんちゃん』の舞台となっている埼玉県の都市は？,春日部市
1159,関東を覆う日本最大の平野といえば？,関東平野
1160,関東地方の火山灰が堆積してできた赤土の層のこと,関東ローム
1161,千葉県の大部分を占める半島といえば？,房総半島
1162,神奈川県の南東部の半島といえば？,三浦半島
1163,千葉県と茨城県の境を流れる日本で一番流域面積の広い川といえば？,利根川
1164,およそ東京都と神奈川県の境を流れ東京湾に流れる川といえば？,多摩川
1165,埼玉県西部から東京湾に流れる川といえば？,荒川
1166,茨城県南東部にある日本で二番目に広い湖といえば？,霞ヶ浦
1167,関東地方と中部地方の境にある山地といえば？,関東山地
1168,新潟と福島、群馬の県境の山脈といえば？,越後山脈
1169,千葉県の刑部岬～太東崎の海岸といえば？,九十九里浜
1170,房総半島と三浦半島に囲まれている湾といえば？,東京湾
1171,東京都特別区の日本の南側にある約1000kmの30余の島々といえば？,小笠原諸島
1172,"高級な商店街,下町でお馴染みの地域。江戸時代に貨幣の鋳造所があったことが名前の由来。",銀座
1173,都心の一つで、千代田区南部の地域。国の省庁が集中している。,霞ヶ関
1174,都心の一つで、千代田区南部の地域。国会議事堂や首相官邸がある。,永田町
1175,"東京の副都心の一つ。若者の街として知られ、ハチ公,109,スクランブル交差点,NHK放送センターがある場所として知られる。",渋谷
1176,東京の副都心の一つ。駅は一日平均乗降者数が世界一である。,新宿
1177,"東京の副都心の一つ。いけふくろう像,サンシャインシティでお馴染み。",池袋
1178,山手線の渋谷駅の隣にある、若者が集まる街。竹下通りでお馴染み。,原宿
1179,電気街として発展した地域は？世界的な観光地となっている。,秋葉原
1180,日本最大の卸売市場(主に水産物)がある場所は？世界的な観光地となっている。,築地
1181,"新幹線の駅,動物園,アメ横でお馴染みの地域。",上野
1182,おばあちゃんの原宿として知られる地域。,巣鴨
